12	262	1529	1530	1530	1530	1530	1530	1530	1530	1530	1530	1530	1530	7	1026	2292	2295	2295	2295	2295	2295	2295	2295	2295	2295	2295	2295	3	767	2287	2295	2295	2295	2293	2292	2295	2295	2295	2295	2295	2295	6	763	2289	2295	2295	2291	2286	2290	2295	2295	2295	2295	2295	2295	11	1523	2293	2295	2295	1776	8	8	0	0	0	0	0	0	3	765	2294	2295	2295	1530	0	3	0	0	0	0	0	0	3	765	2295	2295	2295	1530	0	0	0	0	0	0	0	0	3	765	2295	2295	2295	1530	0	0	0	0	0	0	0	0	7	767	2289	2295	2295	1530	0	0	0	0	0	0	0	0	3	1018	2293	2295	2295	1530	0	0	0	0	0	0	0	0	5	1529	2291	2295	2295	1529	2	1	0	0	0	3	3	0	10	1526	2292	2295	2295	2294	2285	2290	2295	2295	2292	1529	515	264	6	1020	2289	2295	2295	2291	2287	2284	2295	2295	2293	2290	2287	1526	7	1018	2293	2290	2286	2291	2288	2287	2294	2292	2288	2290	2287	2291	9	1522	2291	2288	2293	2284	2285	1783	1528	1529	2038	2284	2283	2287	4	259	1273	2289	2287	2292	1530	2	7	4	6	1527	2287	2287	0	0	1	5	768	770	9	4	0	0	3	5	2036	2294	0	0	2	7	5	5	7	6	0	0	2	7	1273	2294	0	0	2	1	5	8	4	4	0	0	4	6	765	2295	0	0	0	0	0	0	0	0	0	0	0	0	768	2295	0	0	0	0	0	0	0	0	0	0	0	0	768	2295	5	4	4	3	6	2	0	0	0	0	1	6	767	2294	259	1020	1529	2290	1781	511	0	0	0	0	2	9	1272	2293	512	2290	2284	2284	2288	509	0	0	0	0	1	8	1526	2292	7	2287	2289	2295	2295	768	8	6	6	5	7	261	1779	2289	10	1525	2289	2295	2295	2030	259	6	5	7	8	1018	2287	2291	9	511	2294	2292	2293	2293	2039	768	258	772	1784	2290	2292	2292	8	5	1527	2288	2282	2294	2295	2295	2291	2285	2291	2295	2295	2290	7	8	4	1530	2290	2294	2295	2295	2283	2288	2292	2295	2295	2293	
10	4	11	7	6	6	509	769	769	6	9	8	7	3	4	9	5	767	1528	2035	2289	2289	2287	2289	2036	1021	3	4	6	7	1279	2288	2288	2289	2290	2287	2291	2290	2292	2292	1782	765	9	1274	2289	2295	2295	2291	2290	2285	2291	2285	2290	2295	2295	2289	259	2287	2292	2295	2295	2293	1531	767	773	1273	2289	2295	2295	2288	1276	2293	2292	2294	2290	1274	1	2	3	3	765	2292	2290	2286	1530	2295	2292	2285	2036	257	0	0	0	0	2	1273	2290	2292	1530	2295	2294	2288	1532	2	0	0	0	0	2	762	2287	2287	2295	2295	2295	2288	1278	2	0	0	0	0	2	769	2291	2293	2295	2295	2293	2289	766	2	0	0	0	0	0	1018	2287	2294	2295	2295	2293	2288	1023	1	0	0	0	0	1	769	2289	2292	2295	2295	2294	2291	1527	3	0	0	0	0	1	1274	2289	2294	2295	2295	2294	2289	768	3	0	0	0	0	3	1781	2290	2293	2295	2295	2294	2288	767	1	0	0	0	0	0	2293	2293	2295	2295	2295	2294	2292	1274	3	0	0	0	0	0	2295	2295	2295	2295	2295	2291	2288	1530	4	0	0	0	0	0	2295	2295	2295	2295	2295	2294	2286	1527	1	0	0	0	0	0	2295	2295	2295	2295	2295	2292	2290	1527	2	0	0	0	0	0	2295	2295	2295	2295	2295	2292	2288	769	2	0	0	0	0	0	2295	2295	2295	2295	2295	2294	2290	767	3	0	0	0	0	0	2295	2295	2295	2295	2295	2295	2285	1018	1	0	0	0	0	0	2295	2295	2295	2295	2295	2293	2293	764	1	3	6	0	0	255	2291	2290	2294	2295	2295	2295	2292	765	5	8	3	0	0	508	2289	2291	2292	2295	2295	2295	2292	765	5	768	9	0	0	5	2289	2286	2292	2290	2289	2285	2292	1271	5	262	6	8	4	770	2295	2295	2292	1778	2289	2292	2289	2037	7	3	5	1	4	1786	2295	2295	2293	1019	2286	2283	2288	2289	2036	762	5	767	1784	2288	2294	2292	2292	5	2035	2289	2289	2286	2287	2288	2290	2295	2295	2291	2286	2289	2289	4	261	1783	2287	2288	2292	2287	2291	2295	2295	2295	2288	2287	1780	
2292	2292	2292	2031	260	3	10	6	4	7	3	8	10	0	1530	1530	1274	260	771	1528	2033	2286	2287	2292	1525	259	7	5	1	2	765	2038	2292	2288	2291	2293	2293	2290	2292	2288	1529	2	7	768	2292	2295	2295	2294	2289	2283	2291	2291	2289	2288	2287	1530	256	2039	2288	2295	2295	2291	2288	1529	1525	2292	2283	2286	2289	2288	1525	2290	2286	2294	2290	1782	262	9	6	10	1780	2291	2286	2293	2287	2288	2283	2285	2036	263	7	9	5	7	262	2286	2292	2291	2291	2287	2292	2288	1532	5	5	7	6	5	7	1530	2286	2290	2295	2295	2294	2287	1270	2	0	0	0	0	4	2035	2288	2293	2295	2295	2292	2286	1530	3	0	0	0	0	2	2293	2287	2293	2295	2295	2295	2289	1534	1	0	0	0	0	0	2292	2289	2294	2295	2295	2294	2287	1528	1	0	0	0	0	0	2295	2295	2295	2295	2295	2295	2289	1022	0	0	0	0	0	0	2295	2295	2295	2295	2295	2292	2292	1527	1	0	0	0	0	0	2295	2295	2295	2295	2295	2295	2289	1276	3	0	0	0	0	0	2295	2295	2295	2295	2295	2294	2289	766	3	0	0	0	0	0	2295	2295	2295	2295	2295	2293	2291	1524	1	0	0	0	0	1	2287	2290	2292	2295	2295	2294	2291	769	1	0	0	0	0	254	2289	2290	2292	2295	2295	2293	2286	768	3	0	0	0	0	255	2289	2290	2295	2295	2295	2295	2292	765	0	0	0	0	0	765	2295	2295	2287	2295	2295	2295	2292	765	0	0	0	0	0	765	2295	2295	2288	2295	2295	2295	2292	765	0	0	0	0	0	765	2295	2295	2289	2295	2295	2295	2292	765	0	0	0	0	0	765	2295	2295	2290	2295	2295	2295	2292	765	0	0	0	0	0	765	2295	2295	2291	2286	2290	2287	2289	766	2	0	0	7	5	1024	2295	2295	2293	2291	2288	2288	2287	1780	1	0	0	10	258	2034	2295	2295	2290	1783	2289	2289	2291	2291	1019	2	1	259	2290	2292	2295	2295	2293	765	2290	2291	2295	2295	2294	2285	2290	2291	2285	2291	2295	2295	2285	12	1020	2292	2295	2295	2291	2287	2284	2283	2288	2292	2295	2295	1783	
0	0	2	8	8	5	8	6	4	7	5	4	6	3	0	0	1	11	8	511	1020	1529	2287	2292	1779	1016	7	1	2	3	1	8	1785	2289	2291	2293	2293	2289	2291	2288	2291	764	7	8	258	2035	2287	2286	2287	2288	2288	2288	2291	2293	2290	2286	8	5	1528	2292	2288	2291	2032	1274	771	767	1528	2290	2284	2284	7	259	2291	2290	2290	2039	257	10	0	2	4	766	2290	2294	6	1023	2290	2290	2284	513	11	7	0	0	3	8	1271	2293	8	1527	2289	2285	1780	2	4	4	0	0	4	4	515	2295	0	1530	2292	2289	1529	6	0	0	0	0	0	0	0	2295	0	1530	2293	2290	2290	1	0	0	0	0	0	0	0	2295	0	1530	2295	2290	2289	0	0	0	0	0	0	0	0	2295	0	1530	2295	2295	2295	0	0	0	0	0	0	0	0	2295	0	1530	2295	2295	2295	0	0	0	0	0	0	0	0	2295	5	1526	2293	2291	2291	0	0	0	0	0	0	0	0	2295	2	1018	2284	2289	2285	257	0	0	0	0	0	0	0	2295	5	1272	2290	2291	2288	254	0	0	0	0	0	0	0	2295	5	1531	2290	2295	2295	0	0	0	0	0	0	0	0	2295	3	1017	2292	2295	2295	0	0	0	0	0	0	0	0	2295	4	767	2292	2295	2295	0	0	0	0	0	0	0	0	2295	3	765	2295	2295	2295	0	0	0	0	0	0	0	0	2295	3	765	2295	2295	2295	0	0	0	0	0	0	0	0	2295	3	765	2291	2292	2293	0	0	0	0	0	0	0	0	2295	3	765	2294	2289	2285	2	0	0	0	0	0	0	0	2295	3	765	2293	2288	2286	256	0	0	0	0	0	0	0	2295	10	259	2293	2288	2285	1022	5	6	2	9	5	7	1022	2289	6	7	1529	2286	2292	2290	514	8	10	5	6	1021	2290	2284	6	3	256	2040	2287	2285	2290	1781	1527	1531	2040	2288	2289	2289	0	0	5	262	2036	2286	2287	2293	2295	2295	2292	1525	767	1019	0	0	1	261	262	1275	2288	2287	2295	2295	2293	2287	1276	3	
0	0	0	8	7	6	4	6	6	5	3	6	10	3	0	0	1	6	3	770	1529	2036	2286	1525	1531	511	7	1	0	3	1	510	2035	2290	2289	2291	2293	2288	2288	2289	1529	2	6	7	766	2290	2284	2285	2289	2289	2287	2290	2295	2288	2287	1528	11	5	2039	2293	2290	2289	1777	1276	766	1273	2285	2286	2289	2289	5	1026	2293	2290	2290	1531	6	6	0	3	256	2037	2290	2289	9	2035	2285	2287	1780	3	9	4	0	0	2	264	2286	2289	6	2291	2292	2289	766	10	4	10	0	0	2	5	1530	2290	0	2292	2295	2292	765	0	0	0	0	0	0	3	1530	2295	0	2292	2295	2292	765	0	0	0	0	0	0	3	1530	2295	0	2292	2295	2292	765	0	0	0	0	0	0	3	1530	2295	0	2292	2295	2292	765	0	0	0	0	0	0	3	1530	2295	0	2292	2295	2292	765	0	0	0	0	0	0	3	1530	2295	0	2292	2295	2292	765	0	0	0	0	0	0	3	1530	2295	0	2292	2295	2292	765	0	0	0	0	0	0	3	1530	2295	0	2292	2295	2292	765	0	0	0	0	0	0	3	1530	2295	0	2292	2295	2292	765	0	0	0	0	0	0	3	1530	2295	0	2292	2295	2292	765	0	0	0	0	0	0	3	1530	2295	0	2292	2295	2292	765	0	0	0	0	0	0	3	1530	2295	0	2292	2295	2292	765	0	0	0	0	0	0	3	1530	2295	0	2292	2295	2292	765	0	0	0	0	0	0	3	1530	2295	0	2292	2295	2292	765	0	0	0	0	0	0	3	1530	2295	0	2292	2295	2292	765	0	0	0	0	0	0	3	1530	2295	0	2292	2295	2292	765	0	0	0	0	0	0	3	1530	2295	4	1781	2291	2285	1780	4	6	5	1	10	13	260	2288	2292	5	1276	2290	2290	2284	1025	5	6	6	10	259	1530	2285	2286	6	5	2288	2286	2288	2291	1786	1279	1277	1021	2038	2290	2289	2287	5	7	260	2035	2290	2294	2295	2295	2295	2295	2294	2287	2289	2031	7	259	1274	263	1776	2294	2295	2295	2295	2295	2295	2291	1783	258	
1021	1528	1271	1275	1276	1530	1523	1529	2035	1775	1530	768	1276	1021	12	2287	2293	2291	2285	2288	2288	2288	2290	2289	2287	2288	2290	2289	3	2291	2292	2289	2290	2292	2292	2286	2293	2292	2291	2291	2293	2290	0	2292	2294	2290	2290	2293	2295	2295	2295	2295	2295	2295	2295	2291	0	2292	2294	2289	1016	4	0	0	0	0	0	0	0	2	3	2292	2290	2292	765	3	0	0	0	0	0	0	0	1	262	2288	2292	2292	765	0	0	0	0	0	0	0	0	0	767	2291	2291	2292	765	0	0	0	0	0	0	0	0	0	6	2289	2293	2292	765	0	0	0	0	0	0	0	0	0	771	2291	2292	2292	765	0	0	0	0	0	0	0	0	0	511	2291	2286	2290	764	2	255	763	255	2	0	3	2	0	258	2288	2288	2289	1525	2035	2286	2285	2279	2033	1276	518	7	1	767	2290	2289	2282	2288	2288	2287	2291	2286	2288	2292	2280	767	2	764	2288	2292	2289	2285	2290	2285	2292	2291	2288	2289	2292	2293	512	770	2291	2292	2284	2288	2035	1026	768	1020	1785	2287	2295	2295	2038	10	767	1525	2036	2036	261	8	6	4	9	1524	2295	2295	2292	0	0	0	260	260	0	0	0	0	0	2	2033	2291	2286	0	0	3	6	6	3	0	0	0	0	1	1529	2288	2293	0	0	3	0	0	3	0	0	0	0	2	766	2292	2290	0	0	0	0	0	0	0	0	0	0	0	765	2292	2288	0	0	0	0	0	0	0	0	0	0	0	765	2292	2291	2	4	511	511	5	0	5	4	0	0	3	768	2286	2292	1021	2036	2289	1527	4	9	5	8	0	0	1	769	2291	2294	1527	2290	2283	1781	9	258	6	260	0	0	1	1524	2291	2293	1524	2288	2289	2287	259	3	5	7	4	7	5	2290	2290	2287	769	2290	2287	2279	2039	259	6	8	6	265	1525	2287	2288	2289	4	1780	2293	2293	2289	2292	1530	1529	1528	2288	2294	2291	2285	1273	9	259	2030	2289	2287	2294	2295	2295	2295	2295	2293	2291	1527	1	7	259	260	1783	2291	2295	2295	2295	2295	2295	2293	1526	6	4	
0	0	0	0	0	0	0	0	6	8	257	257	7	10	0	0	0	0	0	0	0	0	6	259	2029	2286	1025	5	0	0	0	0	0	1	2	1	256	2036	2292	2285	2285	1022	0	0	0	0	0	2	6	259	2035	2288	2284	2288	2031	1	0	0	0	0	0	8	5	1528	2293	2290	2289	2036	7	0	0	0	1	9	5	2	1022	2287	2287	2288	2040	257	9	1	0	0	4	2	7	264	2286	2287	2287	2289	767	9	3	2	0	0	1	8	6	1529	2287	2289	2289	1277	7	7	10	3	0	0	0	5	512	2286	2290	2286	2032	259	5	0	0	0	0	0	0	11	1784	2286	2288	2291	764	5	5	0	0	0	0	0	1	513	2286	2289	2289	1781	5	5	2	0	0	0	0	0	3	1274	2287	2290	2289	512	0	0	0	0	0	0	0	0	2	2033	2288	2285	2035	7	0	0	0	0	0	0	4	3	767	2292	2294	2293	1018	8	512	763	2	3	3	5	6	7	1535	2295	2295	2293	1779	2034	2286	2291	2289	1275	261	6	4	6	2038	2295	2295	2291	2291	2283	2290	2288	2292	2288	2290	769	5	9	2288	2295	2295	2290	2287	2291	2290	2292	2294	2292	2292	2287	11	765	2293	2295	2295	2287	2290	1526	1020	1279	2036	2290	2282	2283	3	1274	2290	2292	2294	2040	257	7	4	5	5	1528	2291	2288	0	1530	2293	2289	2284	774	8	8	0	0	0	8	2037	2295	0	1530	2294	2288	2288	6	6	10	0	0	0	7	1273	2292	4	1786	2292	2293	1529	1	2	2	0	0	1	1	767	2294	8	2292	2292	2295	1527	0	0	0	0	0	0	0	768	2295	8	2040	2292	2295	1527	0	0	0	0	0	0	0	768	2295	7	1527	2289	2286	2035	2	4	4	10	4	10	11	1530	2291	9	1271	2292	2285	2290	512	11	7	4	9	6	514	2289	2291	4	509	2284	2288	2288	2038	511	770	8	513	1021	2039	2293	2292	6	4	1782	2286	2285	2282	2289	1523	2034	2285	2286	2295	2295	2289	259	9	257	2034	2288	2288	2287	2289	2288	2291	2291	2295	2295	2293	
2288	2289	1274	7	516	514	265	3	1272	2288	2038	2033	2290	2294	2290	2289	2290	1020	3	7	7	1022	2288	2035	261	7	1019	2034	2288	2292	2290	2289	1782	1530	2034	2292	2039	263	3	7	8	256	2295	2295	2295	2295	2295	2288	2293	2031	260	7	14	5	265	1527	2295	2295	2295	2295	2295	2293	2291	769	2	5	7	8	1782	2290	2295	2295	2294	2286	2290	2291	1527	10	6	6	0	1528	2290	2292	2295	2295	2291	2293	2288	2036	264	11	8	8	1022	2290	2282	2292	2295	2295	2294	2287	2289	765	5	9	7	510	2290	2292	2292	2293	2295	2295	2292	2284	1784	1	0	0	6	2033	2286	2295	2295	2295	2295	2295	2293	2287	510	1	0	0	1272	2288	2287	2295	2295	2295	2295	2295	2293	2037	9	1	1	257	2293	2290	2293	2295	2295	2295	2295	2295	2295	514	6	4	9	1273	2295	2295	2295	2295	2295	2295	2295	2295	2041	6	8	7	258	2290	2295	2295	2295	2295	2295	2295	2288	2290	1275	1	3	4	1271	2287	2037	2034	2290	2289	2289	2292	2035	2287	258	0	0	0	4	5	6	15	258	1272	2033	2289	2293	1779	7	0	0	5	7	7	5	5	4	8	261	1526	2294	1532	4	0	0	5	8	4	3	10	4	7	10	11	2291	1276	6	0	0	8	5	769	769	771	4	9	3	8	1779	771	2	3	0	254	2037	2289	2293	2289	1783	257	9	3	2291	9	3	4	9	1783	2288	2289	2295	2295	2291	1528	7	4	1531	5	11	7	513	2290	2289	2285	2295	2295	2295	2031	4	2	1782	4	8	7	768	2290	2295	2293	2295	2295	2295	2036	5	2	1524	4	6	6	1525	2294	2295	2295	2295	2295	2291	2288	262	4	2289	6	5	4	774	2294	2295	2295	2295	2295	2294	2031	259	3	2288	2	7	9	515	2287	2286	2291	2295	2295	2292	2287	514	11	2289	7	6	3	12	1524	2290	2284	2295	2295	2294	1527	8	7	2288	1018	1	6	7	258	1271	2291	2295	1786	1273	4	3	6	2290	2286	514	7	7	12	4	6	5	7	4	0	0	5	2283	2288	2036	257	7	7	11	7	4	8	3	0	0	8	
2295	2295	2295	2295	2295	2287	2290	2286	2291	1277	6	514	1530	2285	2295	2295	2295	2295	2295	2291	2288	2291	1529	8	3	8	8	1019	2295	2295	2295	2295	2295	2291	2288	1782	2	1	5	11	7	1278	2295	2295	2295	2295	2295	2292	2033	5	0	0	3	9	1778	2293	2295	2295	2295	2295	2295	2288	771	10	0	0	2	1532	2286	2295	2295	2295	2293	2289	2290	1278	4	6	5	6	1528	1782	1528	2293	2295	2295	2293	2289	2034	2	9	4	7	768	2289	2288	2286	2293	2295	2295	2291	2290	768	10	4	10	263	2289	2289	2290	2288	2293	2295	2295	2294	1781	8	4	8	8	1780	2289	2285	2295	2295	2295	2295	2295	2294	515	4	5	9	765	2286	2288	2290	2295	2295	2295	2295	2293	1785	4	6	5	7	1784	2290	2289	2291	2295	2295	2295	2288	2290	1016	0	0	2	513	2286	2284	2287	2291	2295	2295	2295	2288	2287	509	0	0	4	1782	2288	2290	2285	2294	2295	2295	2295	2292	2036	1	0	0	1	508	1	1	2	512	1529	2292	2293	2288	1528	3	0	0	0	0	0	0	0	4	14	765	2285	2290	1024	6	0	0	0	0	0	0	0	2	6	7	513	2288	507	6	10	7	7	3	4	769	4	3	3	3	11	2293	4	6	3	9	260	1786	2286	2289	2293	1018	5	13	3	2292	4	4	7	4	2034	2292	2290	2287	2037	2293	765	6	7	1777	8	7	9	770	2291	2295	2295	2295	2295	2294	1783	6	5	1533	8	3	5	1525	2291	2295	2295	2295	2295	2294	2289	512	4	1529	6	5	8	1525	2295	2295	2295	2295	2295	2295	2285	768	1	1525	7	9	6	1529	2293	2295	2295	2295	2295	2295	2037	511	4	1782	5	3	7	1017	2293	2295	2295	2295	2295	2295	2033	7	0	2288	7	7	8	6	1776	2290	2293	2288	2291	2290	1021	10	6	2287	259	8	2	7	260	1781	2286	2289	2284	1021	6	8	8	2284	1781	9	11	8	1	4	510	764	257	7	3	5	9	2284	2287	1527	4	8	3	0	0	0	0	2	7	3	8	2291	2290	2292	1277	7	1	0	0	0	0	2	8	260	2039	
2295	2295	2295	2295	2295	2295	2295	2295	2286	2292	2290	2289	2287	2294	2295	2295	2295	2295	2295	2295	2295	2295	2286	2288	2035	1781	2287	2290	2295	2295	2295	2295	2295	2295	2294	2294	2285	1526	7	7	768	2039	2295	2295	2295	2295	2295	2292	2290	2293	1528	5	12	9	6	7	2295	2295	2295	2295	2295	2285	2288	2035	259	6	2	7	8	767	2295	2295	2295	2295	2295	2292	2037	258	8	5	8	6	766	2291	2295	2295	2295	2295	2295	2292	515	13	5	6	6	766	2283	2294	2295	2295	2295	2295	2295	1529	7	7	7	6	514	2287	2286	2292	2295	2295	2293	2288	2030	0	0	0	6	261	2038	2295	2295	2295	2295	2295	2294	2286	512	2	0	0	7	1781	2291	2295	2295	2295	2295	2295	2294	1782	4	2	3	1	1022	2288	2290	2295	2295	2295	2295	2295	2294	515	6	7	6	262	2030	2290	2287	2295	2295	2295	2295	2295	1784	9	5	10	4	1278	2290	2288	2288	2295	2295	2295	2290	2290	1021	3	0	4	259	2291	2293	2292	2295	2292	2291	2294	2285	2292	512	0	0	6	516	1525	1530	1530	1782	2288	2289	2294	2291	2033	7	0	0	6	11	4	0	0	2	516	1275	2292	2290	1526	6	0	0	0	0	0	7	11	1	0	0	766	1778	769	5	0	0	0	0	0	11	6	5	0	0	3	2035	766	4	3	1	4	254	763	1529	1274	3	0	5	2	2287	4	6	7	9	260	2034	2286	2292	2285	2289	763	6	2	2289	9	11	9	10	1528	2289	2291	1783	2283	2286	2289	263	3	1783	3	10	6	7	2292	2293	2294	2293	2292	2295	2294	1273	0	1780	9	5	6	762	2294	2295	2295	2295	2295	2295	2295	1527	0	1783	4	8	6	764	2294	2295	2295	2295	2295	2295	2295	1527	0	2033	4	6	3	5	2293	2291	2291	2295	2295	2295	2287	1528	2	2286	259	7	5	4	1782	2284	2288	2295	2295	2294	2291	516	3	2290	1018	5	3	5	258	2038	2285	2293	2294	2289	1527	2	4	2287	2036	4	2	5	7	262	1531	2034	1522	769	9	6	2	2288	2287	1528	5	11	9	8	11	9	6	5	11	7	3	
